รหัส,บริเวณลุ่มแม่น้ำ,อำเภอ,ตำบล,หน่วยงานเจ้าของ,ประเภทอุปกรณ์,ชื่ออุปกรณ์,สถานะ,ยี่ห้อ,ทะเบียนรถ,ตำแหน่ง LAT,ตำแหน่ง LONG,วันที่ใช้งาน,เบอร์ติดต่อ,หมายเหตุ
FP-479,น้ำแม่ลาว - น้ำแม่สรวย,เวียงป่าเป้า,11 สันสลี,อบต.สันสลี,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,FORD,ผฉ 1573,19.391209,99.509107,30/4/2026,053-782-042,
FP-480,น้ำแม่ลาว - น้ำแม่สรวย,เวียงป่าเป้า,11 สันสลี,อบต.สันสลี,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,HINO,บย 9230,19.391209,99.509107,30/4/2026,053-782-042,
FP-481,น้ำแม่ลาว - น้ำแม่สรวย,เวียงป่าเป้า,11 เวียง,อบต.เวียง,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 5,000 ลิตร",พร้อมปฏิบัติงาน,isuzu,บว 1531,19.338473,99.508773,30/4/2026,0810264336,
FP-482,น้ำแม่ลาว - น้ำแม่สรวย,เวียงป่าเป้า,11 บ้านโป่ง,อบต.บ้านโป่ง,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,โตโยต้า,กง 1958 ชร,19.327856,99.499588,30/4/2026,-,
FP-483,น้ำแม่ลาว - น้ำแม่สรวย,เวียงป่าเป้า,11 บ้านโป่ง,อบต.บ้านโป่ง,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,ฟอร์ด,บม 6557 ชร,19.327856,99.499588,30/4/2026,-,
FP-484,น้ำแม่ลาว - น้ำแม่สรวย,เวียงป่าเป้า,11 บ้านโป่ง,อบต.บ้านโป่ง,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,โตโยต้า,กล 9383 ชร,19.327856,99.499588,30/4/2026,-,
FP-485,น้ำแม่ลาว - น้ำแม่สรวย,เวียงป่าเป้า,11 บ้านโป่ง,อบต.บ้านโป่ง,รถเครนขนาดใหญ่,"รถเครนขนาดใหญ่
รถเครนขนาดใหญ่บรรเทาสาธารณภัย",พร้อมปฏิบัติงาน,ฮีโน่,82-2157 ชร,19.327856,99.499588,30/4/2026,-,
FP-486,น้ำแม่ลาว - น้ำแม่สรวย,เวียงป่าเป้า,11 บ้านโป่ง,อบต.บ้านโป่ง,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
-",พร้อมปฏิบัติงาน,อีซูซุ,บล 6837 ชร,19.327856,99.499588,30/4/2026,-,
FP-487,น้ำแม่ลาว - น้ำแม่สรวย,เวียงป่าเป้า,11 แม่เจดีย์,อบต.แม่เจดีย์,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถบรรทุกน้ำช่วยดับเพลิง",พร้อมปฏิบัติงาน,isuzu,บร-3945 ชร,19.193864,99.534197,30/4/2026,-,
FP-488,น้ำแม่ลาว - น้ำแม่สรวย,เวียงป่าเป้า,11 แม่เจดีย์,อบต.แม่เจดีย์,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,Ford,ผจ 6646 ชร,19.193864,99.534197,30/4/2026,-,
FP-489,น้ำแม่ลาว - น้ำแม่สรวย,เวียงป่าเป้า,11 แม่เจดีย์ใหม่,อบต.แม่เจดีย์ใหม่,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,อีซูซุ,บว 3771,19.17048,99.509648,30/4/2026,0-5367-9085,
FP-490,แม้น้ำอิง,พญาเม็งราย,12 ไม้ยา,ทต.ไม้ยา,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถยนต์กู้ภัยเคลื่อนที่เร็วพร้อมอุปกรณ์",พร้อมปฏิบัติงาน,TOYOTA,บษ 820,19.730347,100.117891,30/4/2026,080-493-1729,
FP-491,แม้น้ำอิง,พญาเม็งราย,12 ไม้ยา,ทต.ไม้ยา,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 10,000 ลิตร",พร้อมปฏิบัติงาน,isuzo,82-3184 ชร,19.730347,100.117891,30/4/2026,0849502539,
FP-492,แม้น้ำอิง,พญาเม็งราย,12 ไม้ยา,ทต.ไม้ยา,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,ISUZU,ขล 2644,19.730347,100.117891,30/4/2026,099-615-8562,
FP-493,แม้น้ำอิง,พญาเม็งราย,12 ไม้ยา,ทต.ไม้ยา,รถบรรทุกขนาดเล็ก,"รถบรรทุกขนาดเล็ก
รถตู้เอนกประสงค์",พร้อมปฏิบัติงาน,TOYOTA,นข 5072,19.730347,100.117891,30/4/2026,099-615-8562,
FP-494,แม้น้ำอิง,พญาเม็งราย,12 เม็งราย,ทต.พญาเม็งราย,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,มิตชูบิชิ,บห-4364 ชร,19.839168,100.168928,30/4/2026,53799105,
FP-495,แม้น้ำอิง,พญาเม็งราย,12 เม็งราย,ทต.พญาเม็งราย,รถไม่ระบุประเภท,"-
-",พร้อมปฏิบัติงาน,ฮีโน่ HiNo,81-2901 ชร,19.839168,100.168928,30/4/2026,053-799105,
FP-496,แม้น้ำอิง,พญาเม็งราย,12 เม็งราย,ทต.พญาเม็งราย,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 10,000 ลิตร",พร้อมปฏิบัติงาน,มิตชูบิชิ,81-0385 ชร,19.839168,100.168928,30/4/2026,053-799105,
FP-497,แม้น้ำอิง,พญาเม็งราย,12 เม็งราย,ทต.พญาเม็งราย,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,มิตชูบิชิ,บบ3252 ชร,19.839168,100.168928,30/4/2026,053-799105,
FP-498,แม้น้ำอิง,พญาเม็งราย,12 เม็งราย,ทต.พญาเม็งราย,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,มิตชูบิชิ,80-9169 ชร,19.839168,100.168928,30/4/2026,053-799105,
FP-499,แม้น้ำอิง,พญาเม็งราย,12 เม็งราย,ทต.เม็งราย,รถไม่ระบุประเภท,"-
-",พร้อมปฏิบัติงาน,ฟอร์ด,กง6938 ชร,19.866465,100.157199,30/4/2026,-,
FP-500,แม้น้ำอิง,พญาเม็งราย,12 เม็งราย,ทต.เม็งราย,รถไม่ระบุประเภท,"-
-",พร้อมปฏิบัติงาน,มาสด้า,กฉ 3363 ชร,19.866465,100.157199,30/4/2026,-,
FP-501,แม้น้ำอิง,พญาเม็งราย,12 เม็งราย,ทต.เม็งราย,รถไม่ระบุประเภท,"-
-",พร้อมปฏิบัติงาน,อีซูซุ,บษ 4398 ชร,19.866465,100.157199,30/4/2026,-,
FP-502,แม้น้ำอิง,พญาเม็งราย,12 แม่เปา,อบต.แม่เปา,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,FOTON,81-9842,19.891957,100.100234,30/4/2026,-,
FP-503,แม้น้ำอิง,พญาเม็งราย,12 แม่เปา,อบต.แม่เปา,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,MAZDA,บร 5978,19.891957,100.100234,30/4/2026,-,
FP-504,แม้น้ำอิง,พญาเม็งราย,12 แม่เปา,อบต.แม่เปา,รถแทรคเตอร์ล้อยาง,"รถแทรคเตอร์ล้อยาง
รถแทรคเตอร์ล้อยาง",พร้อมปฏิบัติงาน,CLAAS,ตฆ 2541,19.891957,100.100234,30/4/2026,-,
FP-505,แม้น้ำอิง,พญาเม็งราย,12 แม่เปา,อบต.แม่เปา,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
-",พร้อมปฏิบัติงาน,isuzu,บว 4729,19.891957,100.100234,30/4/2026,-,
FP-506,แม้น้ำอิง,พญาเม็งราย,12 แม่ต๋ำ,อบต.แม่ต๋ำ,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 5,000 ลิตร",พร้อมปฏิบัติงาน,็HINO,บษ 5418 ชร,19.941242,100.254088,30/4/2026,085-8373647,
FP-507,แม้น้ำอิง,พญาเม็งราย,12 แม่ต๋ำ,อบต.แม่ต๋ำ,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,MITSUBISHI,บย 8101 ชร,19.941242,100.254088,30/4/2026,085-8373647,
FP-508,แม้น้ำอิง,พญาเม็งราย,12 ตาดควัน,อบต.ตาดควัน,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
-",พร้อมปฏิบัติงาน,HINO,z9270,19.962421,100.236244,30/4/2026,0861446542,
FP-509,แม่น้ำงาว,เวียงแก่น,13 ม่วงยาย,ทต.ม่วงยาย,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,MITSUBISHI,บธ 1678,20.105932,100.51563,30/4/2026,088-2669096,
FP-510,แม่น้ำงาว,เวียงแก่น,13 ม่วงยาย,ทต.ม่วงยาย,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,ISUZU,ผฉ 1235,20.105932,100.51563,30/4/2026,088-2669096,
FP-511,แม่น้ำงาว,เวียงแก่น,13 ม่วงยาย,ทต.ม่วงยาย,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 10,000 ลิตร",พร้อมปฏิบัติงาน,MITSUBISHI,ผค 8031,20.105932,100.51563,30/4/2026,088-2669096,
FP-512,แม่น้ำงาว,เวียงแก่น,13 หล่ายงาว,ทต.หล่ายงาว,รถจักรยานยนต์,"รถจักรยานยนต์
รถจักรยานยนต์",พร้อมปฏิบัติงาน,honda,1กฏ 7441 ช,20.10556,100.50067,30/4/2026,053608202,
FP-513,แม่น้ำงาว,เวียงแก่น,13 หล่ายงาว,ทต.หล่ายงาว,รถจักรยานยนต์,"รถจักรยานยนต์
รถจักรยานยนต์",พร้อมปฏิบัติงาน,honda,ขคย 172 ชร,20.10556,100.50067,30/4/2026,053608202,
FP-514,แม่น้ำงาว,เวียงแก่น,13 หล่ายงาว,ทต.หล่ายงาว,รถบรรทุกขนาดเล็ก,"รถบรรทุกขนาดเล็ก
รถบรรทุกขนาดเล็ก แบบที่นั่ง 2 ตอน",พร้อมปฏิบัติงาน,mazda,กง 1190 ชร,20.10556,100.50067,30/4/2026,053608202,
FP-515,แม่น้ำงาว,เวียงแก่น,13 หล่ายงาว,ทต.หล่ายงาว,รถบรรทุกขนาดกลาง-ใหญ่,"รถบรรทุกขนาดกลาง-ใหญ่
รถบรรทุกขนาดใหญ่ ขนาด 6 ตัน 6 ล้อ",พร้อมปฏิบัติงาน,มิตซูบิซิ,81-2479 ชร,20.10556,100.50067,30/4/2026,053608202,
FP-516,แม่น้ำงาว,เวียงแก่น,13 หล่ายงาว,ทต.หล่ายงาว,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,อีซูซุ,บม 9718 ชร,20.10556,100.50067,30/4/2026,053608202,
FP-517,แม่น้ำงาว,เวียงแก่น,13 หล่ายงาว,ทต.หล่ายงาว,รถบรรทุกขนาดเล็ก,"รถบรรทุกขนาดเล็ก
รถบรรทุกขนาดเล็ก แบบที่นั่งตอนครึ่ง",พร้อมปฏิบัติงาน,mazda,บพ 5744 ชร,20.10556,100.50067,30/4/2026,053608202,
FP-518,แม่น้ำงาว,เวียงแก่น,13 หล่ายงาว,ทต.หล่ายงาว,รถบรรทุกขนาดเล็ก,"รถบรรทุกขนาดเล็ก
รถบรรทุกขนาดเล็กขับเคลื่อน 4 ล้อ แบบที่นั่ง 2 ตอน (4x4)",พร้อมปฏิบัติงาน,โตโยต้า,กร 6834 ชร,20.10556,100.50067,30/4/2026,053608202,
FP-519,แม่น้ำงาว,เวียงแก่น,13 หล่ายงาว,ทต.หล่ายงาว,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
-",พร้อมปฏิบัติงาน,อีซูซุ,ผฉ 9197 ชร,20.10556,100.50067,30/4/2026,053608202,
FP-520,แม่น้ำงาว,เวียงแก่น,13 หล่ายงาว,ทต.หล่ายงาว,รถไม่ระบุประเภท,"-
-",พร้อมปฏิบัติงาน,อีซูซุ,40-0209 ชร,20.10556,100.50067,30/4/2026,053608202,
FP-521,แม่น้ำงาว,เวียงแก่น,13 ท่าข้าม,ทต.ท่าข้าม,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,IZUZU,บล 8336,20.055907,100.505411,30/4/2026,053160381,
FP-522,แม่น้ำงาว,เวียงแก่น,13 ท่าข้าม,ทต.ท่าข้าม,รถขุดตักไฮดรอลิค,"รถขุดตักไฮดรอลิค
รถขุดตักไฮดรอลิค",พร้อมปฏิบัติงาน,powerplus,ตค 9936,20.055907,100.505411,30/4/2026,053160381,
FP-523,แม่น้ำงาว,เวียงแก่น,13 ปอ,อบต.ปอ,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,toyota,ผฉ3629,20.003251,100.486911,30/4/2026,0931401193,
FP-524,แม่น้ำงาว,เวียงแก่น,13 ปอ,อบต.ปอ,รถบรรทุกขนาดกลาง-ใหญ่,"รถบรรทุกขนาดกลาง-ใหญ่
รถบรรทุกขนาดใหญ่ ขนาด 6 ตัน 6 ล้อ",พร้อมปฏิบัติงาน,HINO,81-9954ชร,20.003251,100.486911,30/4/2026,086-1193825,
FP-525,แม่น้ำงาว,เวียงแก่น,13 ปอ,อบต.ปอ,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,FORD,กล 1255 ชร,20.003251,100.486911,30/4/2026,095-6908338,
FP-526,แม่น้ำงาว,เวียงแก่น,13 ปอ,อบต.ปอ,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,TOYOTA,บล 9130,20.003251,100.486911,30/4/2026,0931401193,
FP-527,แม่น้ำงาว,เวียงแก่น,13 ปอ,อบต.ปอ,รถขุดตักไฮดรอลิค,"รถขุดตักไฮดรอลิค
รถขุดตักไฮดรอลิค",พร้อมปฏิบัติงาน,JCB,ตค3793ชร,20.003251,100.486911,30/4/2026,086-1193825,
FP-528,แม่น้ำงาว,เวียงแก่น,13 ปอ,อบต.ปอ,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,isuzu,82-2911,20.003251,100.486911,30/4/2026,093-1374045,
FP-529,แม่น้ำงาว,เวียงแก่น,13 ปอ,อบต.ปอ,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,isuzu,บย 3564,20.003251,100.486911,30/4/2026,093-1374045,
FP-530,แม่น้ำงาว,เวียงแก่น,13 ปอ,อบต.ปอ,รถแทรคเตอร์ล้อยาง,"รถแทรคเตอร์ล้อยาง
รถแทรคเตอร์ล้อยาง",พร้อมปฏิบัติงาน,CHAMP,ตฆ1383ชร,20.003251,100.486911,30/4/2026,086-1193825,
FP-531,แม่น้ำงาว,เวียงแก่น,13 ปอ,อบต.ปอ,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,MG,ขข 9580 ชร,20.003251,100.486911,30/4/2026,061-3693529,
FP-532,แม้น้ำอิง,ขุนตาล,14 ต้า,ทต.บ้านต้า,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,ISUZU,บพ 2581,19.81004,100.239858,30/4/2026,-,
FP-533,แม้น้ำอิง,ขุนตาล,14 ต้า,ทต.บ้านต้า,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 5,000 ลิตร",พร้อมปฏิบัติงาน,MITSUBIHI,80-9397 ชร,19.81004,100.239858,30/4/2026,-,
FP-534,แม้น้ำอิง,ขุนตาล,14 ต้า,ทต.บ้านต้า,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,NISSAN,บพ 5231 ชร,19.81004,100.239858,30/4/2026,-,
FP-535,แม้น้ำอิง,ขุนตาล,14 ต้า,ทต.บ้านต้า,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 10,000 ลิตร",พร้อมปฏิบัติงาน,MITSUBIHI,บจ.5870,19.81004,100.239858,30/4/2026,-,
FP-536,แม้น้ำอิง,ขุนตาล,14 ต้า,ทต.บ้านต้า,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
-",พร้อมปฏิบัติงาน,ISUZU,80-9395,19.81004,100.239858,30/4/2026,-,
FP-537,แม้น้ำอิง,ขุนตาล,14 ป่าตาล,ทต.ป่าตาล,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,โตโยต้า,บล-6129,19.833312,100.256982,30/4/2026,-,
FP-538,แม้น้ำอิง,ขุนตาล,14 ป่าตาล,ทต.ป่าตาล,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,อีซูซุ,บย-.1946,19.833312,100.256982,30/4/2026,-,
FP-539,แม้น้ำอิง,ขุนตาล,14 ป่าตาล,ทต.ป่าตาล,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,อีซูซุ,82-1026,19.833312,100.256982,30/4/2026,-,
FP-540,แม้น้ำอิง,ขุนตาล,14 ยางฮอม,ทต.ยางฮอม,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
-",พร้อมปฏิบัติงาน,MITSUBISHI,บจ 91,19.922409,100.305601,30/4/2026,896340164,
FP-541,แม้น้ำอิง,ขุนตาล,14 ยางฮอม,ทต.ยางฮอม,รถตัก,"รถตัก
รถตักหน้าขุดหลัง",พร้อมปฏิบัติงาน,่๋JCB,ตค 718 ชร,19.922409,100.305601,30/4/2026,088-4057613,
FP-542,แม้น้ำอิง,ขุนตาล,14 ยางฮอม,ทต.ยางฮอม,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
-",พร้อมปฏิบัติงาน,HINO,81-2871,19.922409,100.305601,30/4/2026,0861189031,
FP-543,แม้น้ำอิง,ขุนตาล,14 ยางฮอม,ทต.ยางฮอม,รถเครนขนาดใหญ่,"รถเครนขนาดใหญ่
รถเครนขนาดใหญ่บรรเทาสาธารณภัย",พร้อมปฏิบัติงาน,อีชูชุ,82-3035,19.922409,100.305601,30/4/2026,0617963412,
FP-544,แม้น้ำอิง,ขุนตาล,14 ต้า,อบต.ต้า,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,อีซูซู,81-8385 ชร,19.799147,100.2375,30/4/2026,053797149,
FP-545,แม้น้ำอิง,ขุนตาล,14 ต้า,อบต.ต้า,รถจักรยานยนต์,"รถจักรยานยนต์
รถจักรยานยนต์",พร้อมปฏิบัติงาน,ฮอนด้า,1กย-2828,19.799147,100.2375,30/4/2026,053797149,
FP-546,แม้น้ำอิง,ขุนตาล,14 ต้า,อบต.ต้า,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถยนต์เก๋ง",พร้อมปฏิบัติงาน,ฟอร์ต,กจ-4658 ชร,19.799147,100.2375,30/4/2026,053797149,
FP-547,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 เทอดไทย,อบต.เทอดไทย,รถบรรทุกเทท้าย,"รถบรรทุกเทท้าย
-",พร้อมปฏิบัติงาน,HINO,82-1692 ชร,20.24402,99.664014,30/4/2026,0931326591,
FP-548,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 เทอดไทย,อบต.เทอดไทย,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,TOYOTA,กบ2886 ชร,20.24402,99.664014,30/4/2026,0931326591,
FP-549,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 เทอดไทย,อบต.เทอดไทย,รถขุดตักไฮดรอลิค,"รถขุดตักไฮดรอลิค
รถขุดตักไฮดรอลิค",พร้อมปฏิบัติงาน,JCB,ตฆ 761 ชร,20.24402,99.664014,30/4/2026,0931326591,
FP-550,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 เทอดไทย,อบต.เทอดไทย,รถแทรคเตอร์ล้อยาง,"รถแทรคเตอร์ล้อยาง
รถแทรคเตอร์ล้อยาง",พร้อมปฏิบัติงาน,ARM MAC,ตค 8208 ชร,20.24402,99.664014,30/4/2026,0931326591,
FP-551,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 เทอดไทย,อบต.เทอดไทย,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถบรรทุกน้ำช่วยดับเพลิง",พร้อมปฏิบัติงาน,HINO,บษ9353 ชร,20.24402,99.664014,30/4/2026,0931326591,
FP-552,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 เทอดไทย,อบต.เทอดไทย,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถบรรทุกน้ำช่วยดับเพลิง",พร้อมปฏิบัติงาน,HINO,ผต5512 ชร,20.24402,99.664014,30/4/2026,0931326591,
FP-553,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 แม่สลองใน,อบต.แม่สลองใน,รถแทรคเตอร์ล้อยาง,"รถแทรคเตอร์ล้อยาง
รถแทรคเตอร์ล้อยาง",พร้อมปฏิบัติงาน,FOTON,ตฆ 628,20.250148,99.650648,30/4/2026,-,
FP-554,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 แม่สลองใน,อบต.แม่สลองใน,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถยนต์กู้ภัยเคลื่อนที่เร็วพร้อมอุปกรณ์",พร้อมปฏิบัติงาน,ISUZU,กม 3382,20.250148,99.650648,30/4/2026,-,
FP-555,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 แม่สลองใน,อบต.แม่สลองใน,รถตัก,"รถตัก
รถตักหน้าขุดหลัง",พร้อมปฏิบัติงาน,JCB,ตค 7777,20.250148,99.650648,30/4/2026,-,
FP-556,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 แม่สลองใน,อบต.แม่สลองใน,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถบรรทุกน้ำช่วยดับเพลิง",พร้อมปฏิบัติงาน,ISUZU,บม8532,20.250148,99.650648,30/4/2026,-,
FP-557,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 แม่สลองใน,อบต.แม่สลองใน,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถบรรทุกน้ำช่วยดับเพลิง",พร้อมปฏิบัติงาน,ISUZU,82-1813,20.250148,99.650648,30/4/2026,-,
FP-558,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 แม่สลองใน,อบต.แม่สลองใน,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถอุปกรณ์กู้ภัยพร้อมเครน",พร้อมปฏิบัติงาน,HINO,82-0198,20.250148,99.650648,30/4/2026,-,
FP-559,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 แม่สลองนอก,อบต.แม่สลองนอก,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,toyota,บว 9193,20.160936,99.64665,30/4/2026,-,
FP-560,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 แม่สลองนอก,อบต.แม่สลองนอก,รถไม่ระบุประเภท,"-
-",พร้อมปฏิบัติงาน,hino,81-9132,20.160936,99.64665,30/4/2026,-,
FP-561,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 แม่สลองนอก,อบต.แม่สลองนอก,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,toyota,กจ6493,20.160936,99.64665,30/4/2026,-,
FP-562,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 แม่สลองนอก,อบต.แม่สลองนอก,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,chevolet,กพ1606,20.160936,99.64665,30/4/2026,-,
FP-563,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 แม่สลองนอก,อบต.แม่สลองนอก,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,เอ็มจี เอกซ์เทนเดอร์,ขก 8287,20.160936,99.64665,30/4/2026,053765129,
FP-564,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 แม่สลองนอก,อบต.แม่สลองนอก,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,mazda,บน6161,20.160936,99.64665,30/4/2026,-,
FP-565,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 แม่สลองนอก,อบต.แม่สลองนอก,รถไม่ระบุประเภท,"-
-",พร้อมปฏิบัติงาน,hino,81-2998,20.160936,99.64665,30/4/2026,-,
FP-566,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 แม่ฟ้าหลวง,อบต.แม่ฟ้าหลวง,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถบรรทุกน้ำช่วยดับเพลิง",พร้อมปฏิบัติงาน,มิตซูมิชิ,บจ 2313 ชร,20.269388,99.804334,30/4/2026,0941437436,
FP-567,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 แม่ฟ้าหลวง,อบต.แม่ฟ้าหลวง,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถยนต์กู้ภัยเคลื่อนที่เร็วพร้อมอุปกรณ์",พร้อมปฏิบัติงาน,มิตซูมิชิ,80-9797 ชร,20.269388,99.804334,30/4/2026,0941437436,
