รหัส,บริเวณลุ่มแม่น้ำ,อำเภอ,ตำบล,หน่วยงานเจ้าของ,ประเภทอุปกรณ์,ชื่ออุปกรณ์,สถานะ,ยี่ห้อ,ทะเบียนรถ,ตำแหน่ง LAT,ตำแหน่ง LONG,วันที่ใช้งาน,เบอร์ติดต่อ,หมายเหตุ
FP-214,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ม่วงคำ,อบต.ม่วงคำ,รถจักรยานยนต์,"รถจักรยานยนต์
-",พร้อมปฏิบัติงาน,HONDA,ขลพ 439,19.501137,99.746635,30/4/2026,0947574125,
FP-215,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ม่วงคำ,อบต.ม่วงคำ,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,TOYOTA,ขง 9264,19.501137,99.746635,30/4/2026,-,
FP-216,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ม่วงคำ,อบต.ม่วงคำ,รถจักรยานยนต์,"รถจักรยานยนต์
รถจักรยานยนต์",พร้อมปฏิบัติงาน,HONDA,2กข8243,19.501137,99.746635,30/4/2026,-,
FP-217,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ม่วงคำ,อบต.ม่วงคำ,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,TOYOTA,ขง8864,19.501137,99.746635,30/4/2026,-,
FP-218,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ม่วงคำ,อบต.ม่วงคำ,รถจักรยานยนต์,"รถจักรยานยนต์
-",พร้อมปฏิบัติงาน,HONDA,1 กน 9139,19.501137,99.746635,30/4/2026,0876208552,
FP-219,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ม่วงคำ,อบต.ม่วงคำ,รถบรรทุกขนาดเล็ก,"รถบรรทุกขนาดเล็ก
รถบรรทุกขนาดเล็ก แบบที่นั่งตอนเดียว",พร้อมปฏิบัติงาน,ISUZU,400274,19.501137,99.746635,30/4/2026,-,
FP-220,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ทรายขาว,อบต.ทรายขาว,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,รถอเนกประสงค์แบบเทท้าย,-,19.688569,99.724796,30/4/2026,064-6848196,
FP-221,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ทรายขาว,อบต.ทรายขาว,รถบรรทุกขนาดกลาง-ใหญ่,"รถบรรทุกขนาดกลาง-ใหญ่
รถบรรทุกขนาดใหญ่ ขนาด 6 ตัน 6 ล้อ",พร้อมปฏิบัติงาน,HINO,82-0002 ชร,19.688569,99.724796,30/4/2026,646848196,
FP-222,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ทรายขาว,อบต.ทรายขาว,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,รถอเนกประสงค์แบบเทท้าย,-,19.688569,99.724796,30/4/2026,064-6848196,
FP-223,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ทรายขาว,อบต.ทรายขาว,รถไม่ระบุประเภท,"-
-",พร้อมปฏิบัติงาน,toyota,นค 918 ชร,19.688569,99.724796,30/4/2026,-,
FP-224,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ทรายขาว,อบต.ทรายขาว,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถจี๊ป",พร้อมปฏิบัติงาน,TOYOTA,นข 9432 ชร,19.688569,99.724796,30/4/2026,0892668609,
FP-225,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ทรายขาว,อบต.ทรายขาว,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถบรรทุกน้ำช่วยดับเพลิง",พร้อมปฏิบัติงาน,ISUZU,บห 9247 ชร,19.688569,99.724796,30/4/2026,0619849922,
FP-226,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ทรายขาว,อบต.ทรายขาว,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,MAZDA,บน 1095 ชร,19.688569,99.724796,30/4/2026,0646848196,
FP-227,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ทรายขาว,อบต.ทรายขาว,รถจักรยานยนต์,"รถจักรยานยนต์
รถจักรยานยนต์",พร้อมปฏิบัติงาน,HONDA,ขษข 144 ชร,19.688569,99.724796,30/4/2026,0892668609,
FP-228,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ทรายขาว,อบต.ทรายขาว,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถจี๊ป",พร้อมปฏิบัติงาน,TOYOTA,นข 8208 ชร,19.688569,99.724796,30/4/2026,0892668609,
FP-229,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ทรายขาว,อบต.ทรายขาว,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถบรรทุกน้ำช่วยดับเพลิง",พร้อมปฏิบัติงาน,HINO,บพ 8050 ชร,19.688569,99.724796,30/4/2026,0619849922,
FP-230,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ทรายขาว,อบต.ทรายขาว,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,MAZDA,กจ 4467 ชร,19.688569,99.724796,30/4/2026,0892668609,
FP-231,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ทรายขาว,อบต.ทรายขาว,รถจักรยานยนต์,"รถจักรยานยนต์
รถจักรยานยนต์",พร้อมปฏิบัติงาน,HONDA,คฉค-244 ชร,19.688569,99.724796,30/4/2026,0910695915,
FP-232,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ทรายขาว,อบต.ทรายขาว,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,FORD,กล 5975 ชร,19.688569,99.724796,30/4/2026,0892668609,
FP-233,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 สันกลาง,อบต.สันกลาง,รถจักรยานยนต์,"รถจักรยานยนต์
รถจักรยานยนต์",พร้อมปฏิบัติงาน,dream,ชลก569,19.588299,99.703935,30/4/2026,0954452081,
FP-234,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 สันกลาง,อบต.สันกลาง,รถจักรยานยนต์,"รถจักรยานยนต์
รถจักรยานยนต์",พร้อมปฏิบัติงาน,hl125fs,1กค6220,19.588299,99.703935,30/4/2026,0952646359,
FP-235,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 สันกลาง,อบต.สันกลาง,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,HIACE,ผค775,19.588299,99.703935,30/4/2026,888065484,
FP-236,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 สันกลาง,อบต.สันกลาง,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,Hilux Revo,กว 7610,19.588299,99.703935,30/4/2026,085-7122844,
FP-237,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 สันกลาง,อบต.สันกลาง,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,um71raa (2003),กง6728,19.588299,99.703935,30/4/2026,0857173692,
FP-238,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 สันกลาง,อบต.สันกลาง,รถขุดตักไฮดรอลิค,"รถขุดตักไฮดรอลิค
รถขุดตักไฮดรอลิค",พร้อมปฏิบัติงาน,robex 110-7,ตค8164,19.588299,99.703935,30/4/2026,0895325738,
FP-239,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 สันกลาง,อบต.สันกลาง,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,nmr85h5fah,บล2426,19.588299,99.703935,30/4/2026,0807195427,
FP-240,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 แม่เย็น,อบต.แม่เย็น,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถยนต์กู้ภัยเคลื่อนที่เร็วพร้อมอุปกรณ์",พร้อมปฏิบัติงาน,โตโยต้า,กน.1233ชร,19.452361,99.755718,30/4/2026,0907609918,
FP-241,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 แม่เย็น,อบต.แม่เย็น,รถเครนขนาดใหญ่,"รถเครนขนาดใหญ่
รถเครนขนาดใหญ่บรรเทาสาธารณภัย",พร้อมปฏิบัติงาน,มิตซูบิชิ,81-6721,19.452361,99.755718,30/4/2026,0838620990,
FP-242,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 แม่เย็น,อบต.แม่เย็น,รถขุดตักไฮดรอลิค,"รถขุดตักไฮดรอลิค
รถขุดตักไฮดรอลิค",พร้อมปฏิบัติงาน,ฮุนได,ตฆ.671ชร,19.452361,99.755718,30/4/2026,0838620990,
FP-243,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 แม่เย็น,อบต.แม่เย็น,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,นิสสัน,บษ.9234,19.452361,99.755718,30/4/2026,0907609918,
FP-244,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 แม่เย็น,อบต.แม่เย็น,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถยนต์เก๋ง",พร้อมปฏิบัติงาน,มิตซูบิชิ,กฉ.1409 ชร,19.452361,99.755718,30/4/2026,0864421899,
FP-245,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 แม่เย็น,อบต.แม่เย็น,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,โตโยต้า,ผน.2091,19.452361,99.755718,30/4/2026,0864421899,
FP-246,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 แม่เย็น,อบต.แม่เย็น,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถยนต์กู้ภัยเคลื่อนที่เร็วพร้อมอุปกรณ์",พร้อมปฏิบัติงาน,โตโยต้า,ขต.2670,19.452361,99.755718,30/4/2026,0864421899,
